transition,transition,-0.1177    -0.82107    -0.79603   -0.048962
swim,transition,-0.18154    -0.75581           0    -0.88742
transition,transition,-0.13045    -0.82728    -0.86075   -0.036214
transition,transition,-0.12756    -0.82688     -0.8596   -0.039104
swim,transition,-0.17893     -0.7516           0    -0.90135
transition,transition,-0.13027    -0.82795    -0.87027     -0.0364
transition,transition,-0.13552    -0.82878    -0.87375    -0.03115
swim,transition,-0.21875    -0.71507           0    -0.83348
transition,transition,-0.13967      -0.824    -0.80172   -0.026995
transition,transition,-0.30779    -0.61969     -0.7822           0
transition,transition,-0.60016    -0.63428    -0.73418           0
transition,transition,-0.58971    -0.63349    -0.58545           0
transition,transition,-0.56646    -0.62488    -0.49577           0
transition,transition,-0.53429    -0.61421    -0.42603           0
transition,transition,-0.55542     -0.6146    -0.40973           0
transition,transition,-0.56302    -0.60781    -0.34924           0
transition,transition,-0.58168    -0.60629    -0.31066           0
transition,transition,-0.55606    -0.60202     -0.2737           0
transition,transition,-0.55043    -0.61377    -0.26483           0
transition,transition,-0.48772    -0.61336    -0.28031           0
transition,transition,-0.39917    -0.60332    -0.29805           0
transition,transition,-0.39495    -0.60762    -0.31024           0
transition,transition,-0.38177    -0.61728    -0.35708           0
transition,transition,-0.37209    -0.62692    -0.38978           0
transition,transition,-0.44533    -0.54296    -0.23968           0
transition,transition,-0.24871    -0.58101    -0.48732           0
transition,transition,-0.31084    -0.61258    -0.36161           0
transition,transition,-0.35495    -0.69517    -0.36085           0
transition,transition,-0.38547    -0.70392    -0.24572           0
transition,transition,-0.4074    -0.69596    -0.34543           0
transition,transition,-0.27934    -0.84513    -0.16132   -0.090033
transition,transition,-0.17492    -0.62598    -0.66996           0
transition,transition,-0.17791     -0.6248    -0.69268           0
transition,transition,-0.14769    -0.61626    -0.74382   -0.018976
transition,transition,-0.44089    -0.72615    -0.27805           0
transition,transition,-0.26438    -0.74816    -0.39175           0
transition,transition,-0.23027    -0.76439    -0.62218           0
bike,transition,0    -0.60145    -0.66462    -0.44323
bike,transition,-0.046495     -2.1719    -0.12017     -1.6738
transition,transition,-0.19922    -0.62487     -0.6607           0
transition,transition,-0.16472    -0.61717    -0.59214  -0.0019494
bike,transition,-0.067746    -0.77884    -0.12678    -0.44692
transition,transition,-0.12595    -0.77235    -0.35683   -0.096187
transition,transition,-0.12491    -0.81497    -0.70632   -0.041757
transition,transition,-0.15442    -0.81617    -0.67637   -0.012246
transition,transition,-0.37747    -0.72303    -0.32901           0
transition,transition,-0.32629    -0.71194    -0.27699           0
transition,transition,-0.19021    -0.63425    -0.55911           0
transition,transition,-0.17493    -0.63047    -0.50277   -0.011507
transition,transition,-0.2114    -0.62281    -0.49013   -0.012005
transition,transition,-0.21703    -0.62951    -0.48755   -0.018987
transition,transition,-0.21912    -0.71173    -0.53944           0
transition,transition,-0.36133    -0.62098    -0.33549           0
transition,transition,-0.38793    -0.61883    -0.30545           0
transition,transition,-0.38698    -0.61702     -0.2894           0
transition,transition,-0.3785    -0.60963    -0.31446           0
transition,transition,-0.37565    -0.61038    -0.34296           0
transition,transition,-0.36186    -0.60844    -0.33033           0
transition,transition,-0.40964    -0.61345    -0.31399           0
transition,transition,-0.40026    -0.62255    -0.32187           0
transition,transition,-0.45141    -0.62617    -0.30264           0
transition,transition,-0.42016    -0.62937    -0.24091           0
transition,transition,-0.61221     -0.6024    -0.30949           0
transition,transition,-0.67045    -0.53916     -0.1979           0
transition,transition,-0.42803    -0.64574    -0.24232           0
transition,transition,-0.50313    -0.64984    -0.17895           0
transition,transition,-0.6587    -0.70107    -0.30052           0
transition,transition,-0.35845    -0.71132    -0.28516           0
transition,transition,-0.16515    -0.72287    -0.44044    -0.02746
transition,transition,-0.15183     -0.6995    -0.66187   -0.014834
transition,transition,-0.1311    -0.69732    -0.52938   -0.035562
transition,transition,-0.52891     -0.6972    -0.18605           0
transition,transition,-0.54184    -0.69603    -0.17094           0
transition,transition,-0.49367    -0.62634    -0.15595   -0.010716
transition,transition,-0.3329    -0.70002    -0.37234           0
transition,transition,-0.20796    -0.65192    -0.39221           0
transition,transition,-0.42761    -0.69124    -0.32957           0
transition,transition,-0.41349    -0.65705    -0.26074           0
transition,transition,-0.64734    -0.66699    -0.12177   -0.044893
transition,transition,-0.6421    -0.66433     -0.1476    -0.01907
