7.4545,2.6968,1.5933,5.137,4.1581
8.1111,3.5862,1.897,4.3206,3.3031
9.75,6.9847,1.1868,3.6459,2.4755
14.167,8.085,1.6159,3.9573,2.5647
8.625,5.9746,3.0656,6.6067,4.7509
7.6667,3,2.6698,6.7701,4.9503
7.8,3.6454,2.6785,7.6045,6.0439
9,3.5,2.3172,6.7533,5.1641
9,3.295,2.4747,7.0171,5.5671
9.25,3.37,2.3253,6.5295,5.6138
9.2222,3.4921,2.4497,6.094,5.1769
10,4.2426,2.6663,7.0351,5.8985
9.375,4.4058,2.5054,5.609,4.8509
10.375,4.4381,2.595,6.2495,5.6492
9,3.3806,2.7588,5.8278,5.0909
9.2222,3.0732,2.4479,6.2323,5.2036
9.5714,3.0472,2.5024,6.367,5.5461
9.3333,2.958,2.0554,6.3996,5.2846
11.143,4.7759,2.0754,6.7815,5.3023
10.143,5.0803,1.8232,5.1814,4.2622
9.4286,5.4423,2.1326,3.9281,3.3514
8.5556,4.2753,1.8459,3.461,2.7245
9.1111,4.3141,1.5216,3.2029,2.3678
9.5714,4.0356,3.0803,5.1373,4.5372
10.286,2.9277,3.2224,5.7286,4.9232
9.2222,3.0732,2.7244,6.5621,5.6493
8.2222,2.6352,2.7303,6.3583,5.4848
8.3333,2.6458,2.4877,6.5381,5.2897
8.3,2.9078,2.5786,7.1344,5.9639
8.3333,2.8284,2.3633,6.1041,5.0784
8.5,2.7775,2.4098,6.2296,5.5612
10.143,3.9761,2.4611,5.7572,4.916
9.2222,4.0552,2.1937,6.151,5.1831
8,2.357,2.6847,7.1358,5.9309
7.0833,2.6785,2.4795,6.2207,5.384
7.0909,2.7732,2.7407,7.2313,6.0307
7.4545,3.2974,2.3693,6.2685,5.2427
8.1111,3.4075,2.0635,7.0375,5.5198
9.5714,4.7208,1.693,5.6388,4.393
8.3333,4.6637,1.8311,4.682,3.6963
8.4444,3.6439,1.5799,3.569,2.7472
8.7778,4.6577,1.3499,3.4288,2.8569
9,3.8545,3.0154,5.9215,4.7676
8.3333,2.4495,2.7065,6.0398,5.0326
8,3.0185,2.7121,6.9333,5.9227
7.6667,2.9155,2.3225,6.2645,5.0361
